branchName, type_Run2
HLT_DoubleMediumChargedIsoPFTauHPS35_Trk1_eta2p1_Reg, Bool_t
HLT_DoubleMediumChargedIsoPFTauHPS40_Trk1_TightID_eta2p1_Reg, Bool_t
HLT_DoubleMediumChargedIsoPFTauHPS40_Trk1_eta2p1_Reg, Bool_t
HLT_DoubleMu20_7_Mass0to30_L1_DM4, Bool_t
HLT_DoubleMu20_7_Mass0to30_L1_DM4EG, Bool_t
HLT_DoubleMu20_7_Mass0to30_Photon23, Bool_t
HLT_DoubleMu2_Jpsi_DoubleTkMu0_Phi, Bool_t
HLT_DoubleMu2_Jpsi_DoubleTrk1_Phi1p05, Bool_t
HLT_DoubleMu33NoFiltersNoVtxDisplaced, Bool_t
HLT_DoubleMu3_DCA_PFMET50_PFMHT60, Bool_t
HLT_DoubleMu3_DZ_PFMET50_PFMHT60, Bool_t
HLT_DoubleMu3_DZ_PFMET70_PFMHT70, Bool_t
HLT_DoubleMu3_DZ_PFMET90_PFMHT90, Bool_t
HLT_DoubleMu3_DoubleEle7p5_CaloIdL_TrackIdL_Upsilon, Bool_t
HLT_DoubleMu3_TkMu_DsTau3Mu, Bool_t
HLT_DoubleMu3_Trk_Tau3mu, Bool_t
HLT_DoubleMu3_Trk_Tau3mu_NoL1Mass, Bool_t
HLT_DoubleMu40NoFiltersNoVtxDisplaced, Bool_t
HLT_DoubleMu43NoFiltersNoVtx, Bool_t
HLT_DoubleMu48NoFiltersNoVtx, Bool_t
HLT_DoubleMu4_3_Bs, Bool_t
HLT_DoubleMu4_3_Jpsi, Bool_t
HLT_DoubleMu4_JpsiTrkTrk_Displaced, Bool_t
HLT_DoubleMu4_JpsiTrk_Displaced, Bool_t
HLT_DoubleMu4_Jpsi_Displaced, Bool_t
HLT_DoubleMu4_Jpsi_NoVertexing, Bool_t
HLT_DoubleMu4_LowMassNonResonantTrk_Displaced, Bool_t
HLT_DoubleMu4_Mass3p8_DZ_PFHT350, Bool_t
HLT_DoubleMu4_PsiPrimeTrk_Displaced, Bool_t
HLT_DoubleMu5_Upsilon_DoubleEle3_CaloIdL_TrackIdL, Bool_t
HLT_DoublePFJets100_CaloBTagDeepCSV_p71, Bool_t
HLT_DoublePFJets116MaxDeta1p6_DoubleCaloBTagDeepCSV_p71, Bool_t
HLT_DoublePFJets128MaxDeta1p6_DoubleCaloBTagDeepCSV_p71, Bool_t
HLT_DoublePFJets200_CaloBTagDeepCSV_p71, Bool_t
HLT_DoublePFJets350_CaloBTagDeepCSV_p71, Bool_t
HLT_DoublePFJets40_CaloBTagDeepCSV_p71, Bool_t
HLT_DoublePhoton33_CaloIdL, Bool_t
HLT_DoublePhoton70, Bool_t
HLT_DoublePhoton85, Bool_t
HLT_DoubleTightChargedIsoPFTauHPS35_Trk1_TightID_eta2p1_Reg, Bool_t
HLT_DoubleTightChargedIsoPFTauHPS35_Trk1_eta2p1_Reg, Bool_t
HLT_DoubleTightChargedIsoPFTauHPS40_Trk1_TightID_eta2p1_Reg, Bool_t
HLT_DoubleTightChargedIsoPFTauHPS40_Trk1_eta2p1_Reg, Bool_t
HLT_DoubleTrkMu_16_6_NoFiltersNoVtx, Bool_t
HLT_ECALHT800, Bool_t
HLT_EcalCalibration, Bool_t
HLT_Ele115_CaloIdVT_GsfTrkIdT, Bool_t
HLT_Ele12_CaloIdL_TrackIdL_IsoVL_PFJet30, Bool_t
HLT_Ele135_CaloIdVT_GsfTrkIdT, Bool_t
HLT_Ele145_CaloIdVT_GsfTrkIdT, Bool_t
HLT_Ele15_CaloIdL_TrackIdL_IsoVL_PFJet30, Bool_t
HLT_Ele15_Ele8_CaloIdL_TrackIdL_IsoVL, Bool_t
HLT_Ele15_IsoVVVL_PFHT450, Bool_t
HLT_Ele15_IsoVVVL_PFHT450_CaloBTagDeepCSV_4p5, Bool_t
HLT_Ele15_IsoVVVL_PFHT450_PFMET50, Bool_t
HLT_Ele15_IsoVVVL_PFHT600, Bool_t
HLT_Ele15_WPLoose_Gsf, Bool_t
HLT_Ele16_Ele12_Ele8_CaloIdL_TrackIdL, Bool_t
HLT_Ele17_CaloIdM_TrackIdM_PFJet30, Bool_t
HLT_Ele17_WPLoose_Gsf, Bool_t
HLT_Ele200_CaloIdVT_GsfTrkIdT, Bool_t
HLT_Ele20_WPLoose_Gsf, Bool_t
HLT_Ele20_WPTight_Gsf, Bool_t
HLT_Ele20_eta2p1_WPLoose_Gsf, Bool_t
HLT_Ele23_CaloIdL_TrackIdL_IsoVL_PFJet30, Bool_t
HLT_Ele23_CaloIdM_TrackIdM_PFJet30, Bool_t
HLT_Ele23_Ele12_CaloIdL_TrackIdL_IsoVL, Bool_t
HLT_Ele23_Ele12_CaloIdL_TrackIdL_IsoVL_DZ, Bool_t
HLT_Ele24_eta2p1_WPTight_Gsf_LooseChargedIsoPFTauHPS30_eta2p1_CrossL1, Bool_t
HLT_Ele24_eta2p1_WPTight_Gsf_LooseChargedIsoPFTauHPS30_eta2p1_TightID_CrossL1, Bool_t
HLT_Ele24_eta2p1_WPTight_Gsf_MediumChargedIsoPFTauHPS30_eta2p1_CrossL1, Bool_t
